frame	RelOb	DetObj	TrueDet	FalseDet	NotDet
361	1	4	0	4	1
362	1	4	0	4	1
363	1	8	0	8	1
364	1	8	0	8	1
365	1	4	0	4	1
366	1	2	0	2	1
367	1	2	0	2	1
368	1	3	0	3	1
369	1	3	0	3	1
370	1	3	0	3	1
371	1	3	1	2	0
372	1	2	1	1	0
373	1	5	2	3	0
374	1	8	2	6	0
375	1	9	3	6	0
376	1	5	2	3	0
377	1	2	1	1	0
378	1	3	2	1	0
379	1	3	2	1	0
380	1	4	3	1	0
381	1	4	2	2	0
382	1	6	0	6	1
383	1	5	1	4	0
384	1	2	1	1	0
385	1	4	3	1	0
386	1	6	2	4	0
387	1	6	2	4	0
388	1	6	1	5	0
389	1	10	3	7	0
390	1	9	0	9	1
391	1	7	1	6	0
392	1	5	4	1	0
393	1	7	5	2	0
394	1	5	4	1	0
395	1	5	4	1	0
396	1	4	3	1	0
397	1	6	2	4	0
398	1	9	1	8	0
399	1	13	1	12	0
400	1	8	1	7	0
401	1	4	3	1	0
402	1	12	3	9	0
403	1	17	3	14	0
404	1	18	3	15	0
405	1	17	2	15	0
406	1	17	1	16	0
407	1	10	2	8	0
408	1	11	2	9	0
409	1	15	1	14	0
410	1	15	2	13	0
411	1	16	2	14	0
412	1	26	3	23	0
413	1	26	3	23	0
414	1	23	2	21	0
415	1	18	3	15	0
416	1	11	3	8	0
417	1	12	2	10	0
418	1	11	3	8	0
419	1	13	4	9	0
420	1	10	1	9	0
421	1	17	1	16	0
422	1	21	1	20	0
423	1	16	1	15	0
424	1	16	2	14	0
425	1	17	5	12	0
426	1	15	5	10	0
427	1	11	2	9	0
428	1	8	0	8	1
429	1	10	1	9	0
430	1	20	2	18	0
431	1	18	0	18	1
432	1	13	0	13	1
433	1	18	1	17	0
434	1	16	2	14	0
435	1	15	1	14	0
436	1	18	5	13	0
437	1	13	4	9	0
438	1	15	0	15	1
439	1	24	2	22	0
440	1	26	2	24	0
441	1	25	1	24	0
442	1	21	2	19	0
443	1	19	3	16	0
444	1	21	4	17	0
445	1	22	2	20	0
446	1	29	0	29	1
447	1	32	3	29	0
448	1	39	2	37	0
449	1	36	0	36	1
450	1	33	0	33	1
451	1	28	1	27	0
452	1	24	1	23	0
453	1	22	2	20	0
454	1	21	3	18	0
455	1	27	2	25	0
456	1	25	2	23	0
457	1	20	1	19	0
458	1	19	2	17	0
459	1	14	3	11	0
460	1	13	1	12	0
461	1	15	1	14	0
462	1	18	2	16	0
463	1	16	2	14	0
464	1	17	3	14	0
465	1	16	4	12	0
466	1	20	2	18	0
467	1	26	0	26	1
468	1	27	0	27	1
469	1	23	0	23	1
470	1	27	3	24	0
471	1	27	2	25	0
472	1	24	3	21	0
473	1	26	2	24	0
474	1	23	2	21	0
475	1	24	4	20	0
476	1	24	4	20	0
477	1	23	3	20	0
478	1	21	4	17	0
479	1	25	4	21	0
480	1	24	2	22	0
481	1	22	1	21	0
482	1	22	2	20	0
483	1	24	3	21	0
484	1	25	2	23	0
485	1	23	5	18	0
486	1	25	1	24	0
487	1	29	2	27	0
488	1	28	1	27	0
489	1	30	2	28	0
490	1	31	1	30	0
491	1	29	1	28	0
492	1	32	1	31	0
493	1	30	1	29	0
494	1	30	1	29	0
495	1	28	1	27	0
496	1	35	2	33	0
497	1	35	3	32	0
498	1	42	2	40	0
499	1	39	2	37	0
500	1	38	2	36	0
501	1	45	2	43	0
502	1	49	4	45	0
503	1	47	8	39	0
504	1	43	8	35	0
505	1	46	4	42	0
506	1	46	5	41	0
507	1	43	4	39	0
508	1	38	5	33	0
509	1	41	3	38	0
510	1	43	5	38	0
511	1	37	5	32	0
512	1	32	4	28	0
513	1	31	3	28	0
514	1	29	3	26	0
515	1	29	3	26	0
516	1	29	4	25	0
517	1	32	1	31	0
518	1	33	2	31	0
519	1	42	1	41	0
520	1	43	1	42	0
521	1	40	1	39	0
522	1	41	2	39	0
523	1	42	4	38	0
524	1	49	6	43	0
525	1	41	4	37	0
526	1	36	4	32	0
527	1	34	4	30	0
528	1	30	3	27	0
529	1	25	1	24	0
530	1	27	1	26	0
531	1	32	2	30	0
532	1	30	3	27	0
533	1	28	2	26	0
534	1	26	2	24	0
535	1	24	2	22	0
536	1	21	2	19	0
537	1	24	2	22	0
538	1	24	2	22	0
539	1	25	2	23	0
540	1	24	1	23	0
541	1	19	1	18	0
542	1	15	2	13	0
543	1	16	2	14	0
544	1	18	1	17	0
545	1	18	2	16	0
546	1	18	2	16	0
547	1	12	1	11	0
548	1	11	2	9	0
549	1	13	3	10	0
550	1	11	3	8	0
551	1	9	2	7	0
552	1	13	3	10	0
553	1	12	3	9	0
554	1	8	2	6	0
555	1	13	1	12	0
556	1	15	2	13	0
557	1	14	2	12	0
558	1	15	2	13	0
559	1	18	1	17	0
560	1	21	2	19	0
561	1	19	7	12	0
562	1	17	3	14	0
563	1	13	4	9	0
564	1	13	4	9	0
565	1	20	6	14	0
566	1	22	5	17	0
567	1	18	3	15	0
568	1	18	4	14	0
569	1	21	3	18	0
570	1	18	3	15	0
571	1	17	2	15	0
572	1	20	4	16	0
573	1	22	4	18	0
574	1	20	5	15	0
